1stFlrSF,TotalBsmtSF,SalePrice,OverallQual,GrLivArea,GarageArea,YearBuilt,MasVnrArea,LotFrontage,LotArea
1236,1127,235000,6,2108,540,1935,0.0,120.0,13728
1831,1930,625000,10,3627,807,1995,1378.0,118.0,35760
1118,1096,171000,6,1118,358,1977,0.0,76.0,9880
1261,1261,163000,6,1261,433,1958,0.0,76.0,9120
625,625,171900,7,1250,625,2006,0.0,35.0,4017
1636,1598,200500,5,3086,0,1946,0.0,138.0,18030
1170,952,239000,6,2345,360,1932,0.0,80.0,16560
2129,1683,285000,8,2872,541,1992,337.0,85.0,10678
923,876,119500,5,923,264,1984,0.0,37.0,6951
820,731,154900,5,1343,186,1921,0.0,54.0,7681
1124,0,93000,5,1124,0,1954,0.0,77.0,8335
1652,1600,392500,8,1652,482,2008,186.0,64.0,5587
2411,2396,745000,10,4476,813,1996,0.0,160.0,15623
1130,1120,120000,5,1130,720,1920,0.0,60.0,10800
1572,1572,186700,5,1572,995,1963,226.0,50.0,35133
949,784,104900,5,1221,392,1924,0.0,60.0,9738
1014,978,95000,3,1699,420,1900,0.0,107.0,10615
1624,1624,262000,8,1624,757,1994,0.0,89.0,12461
831,831,195000,7,1660,493,2002,95.0,68.0,8935
1028,994,189000,7,1804,442,1999,0.0,60.0,7500
764,776,174000,8,1441,492,1999,456.0,24.0,2645
842,702,125000,5,1472,250,1925,0.0,60.0,9600
663,663,158000,6,1352,299,1969,143.0,80.0,9364
728,728,176000,6,1456,400,2005,0.0,51.0,8029
879,879,219210,7,1863,660,2006,0.0,58.0,14054
815,815,144000,7,1690,225,1916,0.0,65.0,8850
1212,1212,178000,7,1212,573,2001,0.0,70.0,9100
1382,1051,148000,4,1382,459,1963,51.0,75.0,11235
864,864,116050,4,864,280,1970,0.0,71.0,9353
866,866,197900,7,1779,546,1998,0.0,80.0,10400
884,884,117000,5,1348,216,1925,0.0,50.0,6000
1630,1630,213000,7,1630,451,2000,171.0,75.0,9750
1074,1056,153500,5,1074,495,1975,0.0,78.0,10140
2196,2158,271900,7,2196,701,1990,234.0,90.0,14684
1700,1682,200000,6,1700,544,2003,120.0,70.0,9135
1283,931,140000,5,1283,506,1962,0.0,70.0,7763
1660,1660,290000,8,1660,500,2006,420.0,85.0,10182
1055,1055,189000,6,1845,462,1992,0.0,70.0,11218
1080,559,164000,8,1752,492,1988,0.0,152.0,12134
672,672,113000,4,672,234,1941,0.0,50.0,9340
999,925,134500,5,999,300,1962,0.0,69.0,10205
894,894,125000,5,894,384,1966,0.0,99.0,7094
1318,0,112000,6,1902,539,1978,0.0,68.0,8930
1314,1300,229456,8,1314,552,2009,72.0,72.0,8640
672,0,80500,4,912,0,1947,0.0,52.0,6240
672,672,91500,6,1218,0,1971,236.0,21.0,1680
912,912,115000,5,912,288,1964,0.0,66.0,7800
1211,952,134000,5,1211,322,1968,0.0,55.0,8250
1168,1040,143000,6,1846,315,1949,320.0,78.0,10496
2136,2136,137900,5,2136,528,1951,44.0,89.0,10680
788,788,184000,7,1490,388,2004,0.0,60.0,15384
1138,588,145000,6,1138,264,1958,63.0,65.0,10482
894,894,214000,6,1933,668,2007,74.0,86.0,14598
912,912,147000,5,912,576,1965,300.0,72.0,8872
1702,1702,367294,9,1702,1052,2008,766.0,65.0,8769
1507,1075,127000,5,1507,404,1960,0.0,70.0,7910
1190,1106,132500,5,1190,540,1962,120.0,70.0,7728
1224,0,101800,4,1224,462,1962,0.0,70.0,9842
1024,940,130000,5,1964,0,1911,0.0,55.0,8525
892,747,138887,5,1784,180,1914,0.0,96.0,13132
764,764,175500,7,1626,474,2003,106.0,36.0,2628
847,847,195000,7,1948,434,2004,0.0,41.0,12393
1141,1141,142500,6,1141,484,2005,0.0,63.0,13072
1484,1476,265900,8,1484,472,2006,32.0,64.0,9037
884,884,224900,7,1768,543,2003,252.0,65.0,8158
1689,1689,248328,7,1689,954,2007,0.0,83.0,9849
1173,1053,170000,7,1173,528,1974,81.0,85.0,10625
1140,585,178000,6,1868,477,1984,74.0,78.0,12090
756,756,186500,7,1553,615,2005,0.0,65.0,8125
1134,735,129500,6,2058,396,1917,0.0,60.0,9600
988,876,119000,5,988,276,1950,0.0,60.0,7200
2110,2110,244000,7,2110,522,1968,0.0,93.0,11160
874,864,130000,5,874,288,1968,0.0,62.0,9858
760,746,165400,7,1656,397,2003,92.0,60.0,6931
959,884,127500,6,1367,560,1931,0.0,52.0,6240
1987,1986,301500,8,1987,691,1994,554.0,91.0,14303
864,864,99900,5,864,0,1922,0.0,56.0,4060
1166,856,190000,7,1166,400,2005,182.0,59.0,9587
1054,1054,151000,6,1054,460,1969,0.0,65.0,9750
1050,1050,128900,5,1050,338,1956,0.0,80.0,9600
1060,764,180500,6,1824,520,1919,0.0,60.0,13515
1337,1405,181000,6,1337,511,1998,0.0,34.0,4060
713,691,183900,7,1452,506,1999,218.0,35.0,3735
964,925,122000,7,1889,308,1910,0.0,60.0,10120
2018,2002,378500,9,2018,746,2008,0.0,89.0,13214
874,874,144000,5,1524,315,1958,180.0,78.0,11344
1357,1019,177000,6,1357,312,1959,84.0,124.0,11512
661,661,139000,5,1250,552,1910,0.0,53.0,5362
928,928,137000,5,1920,400,1948,567.0,95.0,11345
698,698,68400,4,1128,528,1920,0.0,60.0,7500
1573,1573,227000,7,1573,544,2002,110.0,67.0,9808
1339,1309,180000,7,1339,484,1990,54.0,50.0,8049
1040,1040,150500,5,1040,484,1977,0.0,61.0,8800
912,912,139000,6,1824,0,1971,0.0,94.0,9400
1699,804,169000,6,2447,336,1919,0.0,50.0,9638
825,780,132500,6,1412,280,1939,0.0,50.0,6000
1659,1501,278000,8,1659,499,2000,0.0,40.0,5664
1120,1085,281000,8,1970,753,2006,788.0,86.0,11065
630,630,119500,5,1302,264,1972,268.0,21.0,1680
1378,994,107500,5,2372,432,1892,0.0,60.0,6600
832,832,162900,7,1664,528,1976,0.0,78.0,10140
864,864,115000,5,864,572,1955,0.0,60.0,8172
1052,1052,138500,5,1052,288,1968,168.0,70.0,8400
1128,1120,155000,5,1128,525,1963,148.0,80.0,8700
1072,547,140000,6,1072,525,2005,82.0,35.0,3675
4692,6110,160000,10,5642,1418,2008,796.0,313.0,63887
1246,1246,154000,5,1246,305,1959,0.0,75.0,7500
1203,1165,290000,8,2526,844,1994,391.0,92.0,10120
1616,1616,232000,7,1616,834,2005,228.0,73.0,8688
976,976,130000,7,1708,380,2004,117.0,32.0,3363
1652,1652,325000,9,1652,840,2006,300.0,108.0,13173
1368,1368,202500,7,1368,474,2005,94.0,48.0,6955
990,990,138000,5,990,480,1994,0.0,60.0,8072
1122,924,147000,5,1122,528,1948,0.0,100.0,12000
1902,1902,335000,7,1902,567,1959,0.0,100.0,17500
1274,1274,203000,7,1274,508,2005,80.0,68.0,8814
1422,1393,333168,9,2599,779,1999,165.0,108.0,14774
948,948,119000,4,948,280,1954,0.0,60.0,8190
1092,952,206900,6,2112,576,1969,0.0,85.0,11075
1630,1622,295493,8,1630,860,2008,270.0,61.0,10226
1352,1352,208900,7,1352,466,2006,0.0,47.0,4230
948,864,111000,4,948,248,1954,132.0,75.0,10215
1478,1478,156500,6,1478,442,1957,0.0,70.0,8400
1061,750,190000,7,1923,564,1992,0.0,107.0,10186
708,420,82500,4,708,0,1940,0.0,50.0,5330
1795,1795,147000,8,1795,895,2006,428.0,75.0,9986
796,796,55000,4,796,0,1922,0.0,40.0,3636
774,544,79000,3,774,0,1931,0.0,70.0,4270
816,816,130500,5,816,264,1982,0.0,60.0,6600
1584,1510,256000,6,2792,520,1920,0.0,60.0,10440
955,935,176500,7,1632,462,1998,0.0,63.0,9084
1588,1588,227000,8,1588,825,2006,410.0,85.0,10000
954,911,132500,5,954,576,1976,0.0,55.0,10780
816,816,100000,4,816,288,1938,0.0,67.0,8877
803,803,125500,5,1360,297,1938,0.0,60.0,7200
765,765,125000,5,1365,440,1970,312.0,24.0,2368
1334,1350,167900,6,1334,630,1977,360.0,80.0,9650
1656,1656,135000,5,1656,506,1973,564.0,87.0,9246
693,693,52500,4,693,0,1941,0.0,153.0,4118
920,916,200000,7,1861,492,2002,0.0,95.0,13450
864,864,128500,5,864,288,1972,0.0,120.0,9560
872,858,123000,4,872,480,1971,0.0,70.0,8294
1114,1114,155000,6,1114,576,2003,0.0,66.0,13695
1172,896,177000,6,1913,342,1928,0.0,57.0,7558
728,728,155835,7,1456,440,2006,0.0,85.0,11103
960,960,108500,4,960,308,1920,0.0,50.0,6000
1776,1732,283463,8,1776,712,2006,100.0,93.0,15306
938,684,122000,8,2358,0,1872,0.0,50.0,5250
1338,1248,200000,5,2634,968,1969,368.0,91.0,11643
858,858,171000,6,1716,490,1962,318.0,70.0,9247
786,698,134900,6,1176,624,1937,0.0,50.0,6000
2053,2033,410000,8,3238,666,1995,579.0,56.0,14720
1222,570,170000,7,1920,487,1968,143.0,102.0,10192
1980,1980,315000,9,1980,770,2004,66.0,129.0,16737
990,612,189000,5,2601,621,1921,0.0,51.0,9842
1530,1530,260000,7,1530,430,2005,16.0,124.0,16158
616,616,156932,6,1412,432,2006,0.0,73.0,8499
520,600,144152,7,1200,480,2005,0.0,30.0,3180
882,873,193000,7,1790,588,1999,158.0,68.0,9179
925,757,127000,5,1475,336,1977,0.0,41.0,2665
1668,1657,232000,8,1668,502,2003,171.0,48.0,10635
840,840,105000,4,1374,338,1920,0.0,90.0,5400
1661,992,165500,6,1661,377,1955,0.0,80.0,9600
1108,1108,274300,7,2097,583,1998,0.0,75.0,9750
1026,1026,250000,7,1958,936,2005,0.0,85.0,10625
1571,1571,239000,8,1571,722,2007,80.0,89.0,10991
790,768,91000,6,790,160,1930,0.0,52.0,6292
984,984,117000,5,1604,660,1941,0.0,60.0,10998
483,483,83000,6,987,264,1973,408.0,21.0,1953
754,384,167500,5,1394,400,2006,0.0,73.0,9735
864,864,58500,3,864,200,1914,0.0,45.0,8212
998,596,157000,7,1762,576,1920,0.0,60.0,7200
698,560,105000,6,1258,280,1939,0.0,60.0,9060
796,796,125500,4,1154,240,1922,0.0,40.0,5436
1392,1392,250000,7,2784,564,1978,184.0,80.0,16692
1664,714,136000,6,2526,216,1916,0.0,60.0,8520
1746,1746,377500,9,1746,758,2006,160.0,42.0,14892
869,735,131000,6,1218,440,1941,0.0,60.0,6000
1525,1525,235000,7,1525,541,2000,244.0,70.0,9100
1584,1584,124000,5,1584,792,1967,0.0,65.0,8944
900,864,123000,5,900,288,1967,0.0,68.0,7838
1221,482,163000,6,1912,672,1905,0.0,60.0,10800
1500,1356,246578,7,1500,648,2006,45.0,53.0,4045
1133,1094,281213,8,2482,642,2005,245.0,88.0,12665
939,939,137500,5,1513,180,1920,0.0,51.0,6120
1136,1208,138000,5,1904,240,1950,0.0,60.0,7200
1160,976,137450,6,1608,216,1925,0.0,51.0,6171
950,862,120000,6,1158,208,1929,0.0,50.0,6000
864,839,193000,6,1593,398,2004,0.0,62.0,7415
1294,1286,193879,7,1294,662,2006,0.0,64.0,6762
1464,1485,282922,8,1464,754,2007,84.0,49.0,15256
694,672,105000,3,1214,936,1915,0.0,60.0,10410
1646,1594,275000,8,1646,482,2004,174.0,44.0,3842
768,768,133000,5,768,396,1972,0.0,70.0,8445
741,622,125500,4,1363,528,1910,0.0,60.0,7740
1236,791,215000,7,2093,542,1986,123.0,46.0,20544
944,944,230000,7,1840,622,2001,0.0,79.0,12420
1112,856,140000,6,1668,271,1950,0.0,80.0,9600
1040,0,90000,4,1040,420,1949,0.0,60.0,7200
1844,1844,257000,8,1844,620,2005,366.0,88.0,10994
1053,833,207000,6,1848,370,1923,0.0,64.0,13053
1569,1386,175900,7,1569,660,2007,130.0,51.0,3635
1246,777,122500,4,2290,560,1885,0.0,60.0,11340
1144,1144,124000,5,1144,336,1963,0.0,71.0,9204
708,708,179900,6,1416,776,1968,420.0,90.0,11700
1069,1069,127500,6,1069,440,1977,0.0,53.0,4043
848,848,136500,6,848,420,2003,170.0,37.0,4435
1252,1252,142000,6,1252,528,1959,243.0,80.0,10721
1223,1223,271000,7,2127,525,1994,448.0,81.0,10944
1048,913,140000,5,1558,288,1945,0.0,60.0,10930
804,788,119000,5,804,240,1940,294.0,60.0,7200
734,732,192140,5,1838,372,2005,0.0,60.0,21930
968,656,64500,4,968,216,1927,0.0,60.0,10800
962,936,186500,6,1792,451,2000,318.0,93.0,10261
1126,1126,160000,5,1126,484,1977,0.0,80.0,17400
1537,1319,174000,6,1537,462,1962,237.0,80.0,8400
864,864,120500,4,864,528,1971,0.0,60.0,9000
1932,1932,394617,8,1932,774,2008,426.0,96.0,12444
1236,912,149700,6,1236,923,1957,0.0,90.0,7407
1040,539,197000,7,1725,550,1979,96.0,80.0,11584
1423,588,191000,6,2555,672,1922,0.0,79.0,11526
1026,1017,310000,10,2007,812,2008,160.0,85.0,11003
1422,1422,179600,7,1422,626,2004,106.0,63.0,8500
913,814,129000,6,913,240,1966,0.0,70.0,8400
1220,1220,240000,8,2090,556,1995,438.0,80.0,10000
796,560,112000,4,1346,384,1910,0.0,70.0,11767
630,630,92000,5,630,0,1970,0.0,21.0,1533
896,896,136000,5,1792,0,1974,0.0,60.0,9000
1578,1573,287090,8,1578,840,2008,194.0,78.0,9262
1072,547,145000,5,1072,525,2005,80.0,35.0,3675
1140,1140,84500,5,1140,0,2006,0.0,90.0,17217
1221,1221,185000,7,1221,400,2004,0.0,62.0,7500
953,953,175000,6,1647,460,1999,0.0,62.0,7917
2073,1542,210000,6,2073,500,1978,119.0,85.0,13175
1188,1152,266500,7,2340,252,1941,0.0,66.0,9042
1078,1078,142125,5,1078,240,1950,0.0,68.0,9717
1256,1256,147500,5,1256,276,1965,0.0,75.0,9937
